0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,y
13,26,36,44,29,40,45,47,26,31,29,26,21,24,23,21,17,19,19,16,13,23,31,19,30,34,36,18,21,18,15,16,16,14,12,15,15,13,10,10,18,11,19,23,24,14,13,10,8,18,13,11,10,21,17,15,15,7,12,12,15,16,18,13,11,12,23,18,17,18,28,24,22,23,17,11,11,11,23,17,17,19,29,23,23,24,34,30,28,29,10,15,17,6,1,1,4,12,6,6,8,17,12,12,13,4,6,15,9,11,14,22,16,17,19,27,23,22,24,2,20,14,16,19,26,21,21,24,31,27,27,29,22,16,18,21,28,23,24,26,34,29,29,31,6,6,6,6,1,3,6,11,7,7,9,2,5,12,7,7,9,17,13,12,14,3,12,6,6,8,17,12,11,13,11,5,4,5,15,11,9,10,5,6,7,5,1,3,5,2,4,10,6,5,7,2,11,6,5,7,10,6,4,5,4,5,6,2,4,2,2
14,27,38,45,30,41,45,47,26,32,32,30,21,26,26,25,16,20,21,19,13,24,32,19,30,34,35,18,22,21,18,16,17,16,14,15,15,13,11,10,18,11,19,22,23,14,13,11,8,18,13,11,9,21,16,14,13,7,12,12,13,14,18,12,10,9,24,17,15,15,29,23,20,20,17,11,9,9,24,16,14,15,30,23,21,21,35,29,26,27,11,15,17,6,2,2,3,12,5,3,5,17,11,9,10,4,6,16,9,9,11,22,15,14,16,28,22,20,22,2,21,13,13,15,27,20,19,20,32,26,25,26,23,15,15,17,29,22,21,22,34,28,27,28,7,9,9,6,1,3,5,11,5,4,7,2,4,14,6,5,7,19,13,11,13,2,15,8,6,7,20,14,12,13,14,8,5,5,19,13,11,12,7,9,9,5,1,4,5,2,4,12,6,4,6,2,14,7,6,7,13,8,5,6,6,8,8,2,4,2,2
13,27,38,44,25,38,44,48,23,31,32,31,20,26,28,27,18,23,24,23,13,24,30,14,27,32,36,15,21,21,19,15,18,18,16,15,16,16,14,10,17,9,16,20,24,14,13,11,9,17,14,11,9,20,16,14,12,6,14,11,13,15,20,14,11,10,24,18,15,14,27,22,19,18,19,11,9,10,24,17,14,14,29,21,18,18,32,26,24,23,12,18,22,5,6,6,5,10,5,3,1,13,8,5,4,6,10,15,7,6,7,20,12,10,11,23,17,15,15,4,21,13,12,13,26,18,16,17,29,23,21,21,26,17,16,17,30,22,20,21,33,27,25,25,8,10,9,4,3,5,6,7,2,1,1,2,4,12,5,3,5,16,9,7,8,2,14,7,4,5,17,11,9,9,14,7,4,4,17,11,9,9,7,10,10,3,3,5,5,3,4,10,4,2,4,2,13,7,5,5,13,8,5,5,6,8,8,2,4,2,2
13,25,36,42,27,38,44,48,24,32,33,31,21,28,28,27,18,24,25,23,12,23,30,16,27,33,37,16,22,22,20,15,19,18,16,15,17,17,15,10,17,9,17,22,25,13,14,12,10,16,14,12,10,18,16,14,12,7,12,10,13,16,17,12,9,8,21,15,13,13,25,20,17,17,17,9,8,9,21,14,12,12,26,19,17,17,30,24,22,22,11,17,21,4,6,5,4,9,4,2,0,12,7,5,5,6,10,14,5,5,7,18,11,9,11,22,16,14,15,4,20,11,11,13,24,17,16,17,28,22,20,21,24,16,15,17,29,21,20,21,32,26,24,25,8,9,9,4,3,4,4,8,2,0,1,2,3,12,5,4,6,16,10,8,9,1,14,6,4,5,17,11,9,10,13,6,4,4,17,11,9,9,7,9,8,3,2,4,4,2,3,11,4,3,4,2,12,6,4,5,12,7,4,4,6,8,7,2,3,1,2
13,25,35,42,28,38,43,47,25,30,29,27,21,25,25,23,16,21,22,20,12,22,29,18,27,32,35,17,21,19,16,15,17,16,13,15,16,15,13,10,17,10,17,22,24,13,13,10,8,16,14,12,10,20,17,15,14,7,10,11,13,15,16,12,10,10,21,17,15,15,26,22,20,19,15,9,8,8,20,15,14,16,26,21,20,20,32,27,25,25,10,15,18,5,3,0,1,11,6,4,5,16,12,10,10,5,8,14,8,9,11,20,14,14,15,25,20,18,19,3,19,13,14,16,25,20,19,21,31,25,23,24,22,16,17,19,28,23,22,24,34,29,27,27,6,6,5,5,1,1,3,11,6,4,5,2,5,12,6,5,7,17,12,10,11,2,12,7,5,6,17,12,10,10,11,6,4,4,16,11,9,9,5,6,6,5,1,1,2,2,4,10,5,3,5,2,11,7,5,5,11,7,5,4,5,7,6,2,3,2,2
13,25,35,42,28,40,45,47,25,35,37,37,21,30,32,31,18,25,27,27,12,23,30,18,29,34,36,17,25,26,26,16,21,22,21,15,18,19,18,10,17,10,18,22,24,13,16,15,14,16,14,13,11,18,15,13,11,7,11,11,13,14,17,11,9,7,21,14,11,9,25,19,15,13,16,9,8,8,21,13,9,7,26,18,14,13,30,23,19,18,12,17,19,5,7,9,9,9,4,4,3,14,7,4,2,5,8,16,5,3,4,20,11,8,8,25,17,13,13,2,21,10,7,8,25,16,13,13,30,22,19,18,24,13,10,10,28,19,16,16,33,25,21,21,10,13,14,4,4,7,8,9,2,2,3,3,5,15,6,3,4,19,11,8,8,2,18,9,5,5,22,15,11,10,19,10,6,5,23,16,12,11,9,12,13,4,3,6,8,3,5,13,5,2,3,2,17,9,5,4,17,10,6,5,8,11,12,3,5,2,2
14,26,36,43,29,41,44,44,24,35,37,37,19,27,31,31,15,21,25,25,13,23,29,17,29,31,31,15,23,25,24,12,17,19,18,11,13,14,14,9,16,9,17,19,18,11,13,13,12,14,10,9,7,17,12,9,7,6,11,10,10,9,16,9,7,4,21,13,9,7,25,18,14,13,15,8,5,3,21,11,7,6,26,18,13,12,31,24,20,18,12,15,16,5,5,8,9,10,2,2,3,15,8,4,3,4,5,17,6,4,6,22,14,10,10,28,20,16,15,2,20,10,6,7,26,17,13,13,31,23,20,18,21,11,7,6,26,18,14,13,31,24,20,19,10,14,15,5,3,7,8,10,3,1,4,4,6,16,7,4,5,21,13,10,9,2,19,10,6,6,24,17,13,11,20,12,7,6,25,17,13,12,8,12,13,5,2,6,8,4,5,13,6,2,3,2,17,10,6,5,18,11,7,5,7,11,13,4,5,2,2
13,27,36,43,29,41,44,44,25,35,38,38,20,28,31,31,16,23,26,27,13,23,30,18,29,32,32,15,24,25,25,13,18,20,19,12,14,16,15,10,17,9,18,19,19,11,14,14,13,14,12,10,8,17,13,11,9,7,10,10,10,9,15,10,7,5,20,14,10,8,25,18,14,12,15,8,5,3,20,12,8,6,26,18,14,13,30,24,19,18,11,14,15,5,5,8,9,10,3,1,2,15,8,4,2,3,5,16,6,3,5,21,13,10,10,26,19,15,14,2,20,10,6,6,25,17,13,13,30,23,19,17,20,11,7,6,26,17,13,13,31,23,19,18,10,13,14,5,2,6,7,10,3,1,3,4,6,15,7,4,5,20,13,9,8,2,18,10,6,6,23,16,12,11,19,11,7,6,24,17,13,11,8,12,13,5,2,6,8,4,6,13,6,2,3,2,17,10,5,4,17,11,6,5,7,11,12,4,6,2,2
13,26,35,42,28,40,46,49,25,37,41,43,21,31,35,36,18,25,28,29,12,22,29,17,28,33,36,14,25,29,31,12,20,23,23,10,15,17,17,9,16,8,16,21,24,9,14,17,18,10,11,12,11,13,9,8,7,6,10,9,12,14,14,9,9,9,17,10,7,5,20,14,11,9,15,8,7,8,19,10,7,5,23,13,9,8,26,19,16,15,11,17,20,3,8,13,15,7,3,6,7,11,3,0,0,5,9,15,3,1,4,19,8,4,4,22,14,11,11,3,21,9,4,2,24,14,10,10,28,20,17,17,24,13,7,5,28,18,14,13,32,24,21,20,11,16,18,3,6,10,11,7,0,3,4,5,7,15,5,2,3,19,11,8,8,2,20,10,6,5,24,16,13,12,22,12,8,7,26,18,15,14,10,14,15,3,4,7,8,4,5,14,6,3,3,1,18,10,7,6,19,11,8,7,7,11,11,3,4,1,2
9,18,26,30,28,41,47,48,30,38,37,34,30,33,30,27,30,31,28,25,9,18,22,20,33,39,40,22,31,30,26,23,27,24,21,24,26,23,20,8,12,10,23,29,31,13,22,21,17,15,19,17,13,17,19,16,14,4,1,15,21,22,5,13,12,10,9,12,10,9,12,13,12,11,3,11,17,18,1,9,8,5,5,7,7,6,9,9,9,10,13,19,20,4,11,11,8,8,10,9,8,11,12,11,11,5,7,11,5,6,9,13,12,14,16,16,16,18,19,2,17,9,10,13,17,15,18,21,20,19,21,24,18,9,11,14,18,16,18,22,20,19,22,24,8,7,4,4,6,5,6,8,8,8,9,1,4,8,6,9,12,11,10,12,14,3,7,5,7,10,9,9,11,13,4,3,5,7,7,7,9,10,3,1,3,4,4,5,6,2,6,4,3,6,8,3,2,2,3,5,3,5,3,3,1,1,4,3,5,2,2
12,23,28,30,29,43,51,58,25,33,38,42,20,24,22,19,16,19,17,15,11,16,19,18,31,39,46,15,24,29,33,13,15,12,9,13,12,9,8,6,9,8,20,28,35,9,15,20,24,12,10,7,7,15,12,10,11,3,2,14,23,29,7,10,14,18,13,9,8,9,17,13,13,14,1,12,21,27,6,7,11,15,12,8,8,10,17,13,13,15,13,22,28,6,8,12,16,12,8,8,10,17,13,13,14,8,15,18,13,12,12,25,20,21,23,30,25,26,28,6,27,21,18,16,33,28,30,32,38,34,35,36,33,27,23,21,40,35,36,38,45,40,41,43,8,13,17,6,1,3,6,11,6,8,9,5,9,13,9,12,14,18,14,16,18,4,18,14,17,19,23,19,21,23,22,18,21,23,27,23,25,27,4,5,5,5,1,4,5,3,5,9,5,7,9,2,9,5,4,6,8,4,3,4,4,5,5,2,4,2,2
14,24,28,28,29,43,52,58,24,33,39,43,19,26,25,22,16,20,19,16,11,15,16,16,30,39,45,14,23,29,33,13,17,14,12,14,14,11,8,5,7,6,19,28,34,9,16,20,24,13,11,8,7,17,13,11,11,2,1,15,23,30,7,11,15,19,13,9,6,7,18,13,12,13,1,14,23,30,6,8,13,17,12,6,4,6,17,11,11,12,14,23,29,7,9,14,18,13,8,6,6,18,12,11,13,8,15,20,14,12,12,26,19,19,21,31,25,25,27,6,28,21,18,16,34,27,27,29,39,33,34,35,35,28,24,21,41,34,34,36,46,40,40,42,9,15,19,6,2,1,2,11,5,5,7,5,10,14,7,9,11,19,13,14,17,4,19,13,14,17,24,18,20,22,24,17,19,21,28,23,24,27,7,7,6,5,0,2,4,2,4,12,6,7,9,2,12,6,6,8,11,6,4,6,6,6,6,2,5,2,2
9,18,22,24,28,38,45,51,26,37,46,53,21,24,21,19,16,17,15,13,8,12,14,18,28,35,41,16,27,36,43,11,15,11,9,6,8,6,4,4,6,10,19,26,32,8,19,27,35,3,6,3,1,2,3,4,5,2,7,15,22,28,4,15,24,31,1,2,1,3,6,5,7,9,6,14,21,27,5,14,22,30,3,1,3,5,7,6,9,10,9,16,22,2,8,17,24,7,5,8,9,12,12,14,15,7,12,11,2,8,15,16,13,17,18,21,20,23,24,5,18,8,4,9,23,20,23,25,28,27,30,31,24,14,7,6,29,26,29,31,34,33,36,37,11,19,27,4,3,6,7,10,10,12,13,8,15,15,13,16,18,21,20,23,24,7,24,21,25,27,30,29,31,32,31,29,32,34,37,36,39,40,3,1,2,5,5,7,8,3,5,8,7,9,11,2,5,4,6,7,3,2,4,5,2,2,2,2,4,1,2
14,25,27,26,28,42,51,56,24,32,35,38,20,25,23,21,17,20,18,15,10,14,13,15,28,37,43,14,22,25,28,13,15,12,10,13,12,9,7,4,6,6,18,26,32,9,14,17,20,13,10,7,7,16,12,10,11,3,2,14,23,29,7,10,13,16,12,8,6,7,16,11,11,12,3,16,25,30,3,8,12,14,8,4,3,4,13,8,8,10,13,22,28,6,8,11,14,12,7,6,7,16,11,11,13,8,14,18,13,12,13,24,18,19,21,28,24,24,27,6,27,20,19,18,32,26,27,29,36,32,33,35,32,26,24,22,38,32,33,35,42,38,39,41,8,11,14,5,1,1,4,10,5,6,9,3,6,12,7,9,12,16,12,14,17,2,15,10,12,15,19,15,17,20,18,12,15,18,22,18,20,23,5,5,5,4,0,3,6,3,5,10,5,7,10,2,10,5,5,8,8,4,3,5,4,5,5,3,5,2,2
12,22,27,30,29,42,51,58,25,35,42,48,20,24,21,18,16,19,16,14,9,15,19,17,30,39,46,14,25,32,38,11,15,11,8,11,13,10,7,6,10,7,20,29,36,6,16,24,29,8,10,7,6,13,12,11,10,4,3,15,24,31,2,10,18,23,8,7,7,8,14,12,12,13,4,13,21,28,4,6,13,19,10,7,9,11,16,13,15,16,13,21,28,6,10,17,23,11,10,10,11,17,15,15,16,8,15,17,12,13,17,23,21,22,24,29,27,28,29,7,26,19,17,18,32,29,31,32,38,35,36,37,33,25,22,22,39,36,38,39,45,42,43,44,10,18,24,6,4,4,6,12,9,10,11,7,13,15,11,14,16,20,17,19,21,5,22,18,21,24,27,23,26,28,27,23,27,29,32,29,31,33,3,1,2,5,4,4,6,3,6,9,6,8,10,2,7,5,5,6,6,6,4,4,3,1,3,3,5,2,2
13,23,27,26,29,43,51,58,25,35,42,47,20,26,24,21,16,21,19,16,11,15,16,17,31,39,46,15,26,33,38,14,18,15,12,14,15,12,9,6,9,6,20,28,35,9,17,24,29,13,11,8,7,16,13,11,11,4,2,16,24,31,4,11,17,23,10,6,4,5,15,10,10,11,5,17,26,33,1,9,16,21,7,2,1,4,13,7,8,10,14,22,29,6,11,17,22,13,8,6,8,18,13,12,14,8,15,19,14,14,16,25,19,19,21,31,25,25,27,7,27,21,18,18,34,27,27,30,39,34,34,36,34,27,23,21,40,34,34,37,46,40,41,43,10,17,22,6,2,0,3,11,6,6,8,6,12,14,8,10,13,19,14,16,18,5,21,15,17,20,26,21,23,25,26,20,22,26,31,26,28,30,6,6,5,5,0,2,4,3,5,12,6,7,10,3,11,6,6,8,10,6,4,6,5,5,5,2,5,2,2
13,22,29,34,29,44,53,61,25,37,43,49,21,28,25,22,17,22,20,18,9,17,22,16,31,40,48,14,25,32,38,12,17,13,10,11,12,9,7,7,12,7,21,30,38,7,16,23,29,9,9,5,3,12,8,6,6,5,0,14,24,31,6,10,16,22,11,5,4,7,15,10,10,11,5,9,18,26,9,6,11,17,15,7,9,12,19,14,14,16,14,24,32,5,9,16,22,10,4,4,6,15,9,9,11,9,17,19,10,10,13,24,17,18,21,29,23,24,25,7,28,18,15,14,33,26,28,31,38,32,33,35,36,26,21,18,41,34,36,38,46,40,41,43,11,18,24,5,2,1,4,10,4,5,7,7,12,15,8,12,15,20,15,16,19,5,22,16,19,22,27,21,23,26,28,21,24,27,32,27,29,31,7,6,5,4,1,3,5,3,6,12,6,7,10,3,10,5,5,7,9,4,3,4,5,6,6,2,5,2,2
14,22,27,30,30,44,52,59,27,37,44,48,22,26,23,20,17,18,16,14,8,14,16,17,30,38,45,14,25,31,36,11,13,10,7,9,9,6,4,5,8,8,21,30,36,6,16,23,27,6,6,3,3,9,8,7,8,2,2,16,24,31,2,11,17,22,7,4,5,7,12,10,11,13,2,14,22,29,2,8,14,19,8,4,7,10,13,12,13,15,13,22,28,4,9,15,19,9,6,7,10,15,13,14,15,8,14,17,9,8,11,22,19,21,24,28,26,27,29,6,25,16,12,11,30,27,29,32,36,34,36,37,32,22,17,15,37,33,36,39,42,41,42,44,10,17,21,5,2,4,7,11,9,10,12,6,10,15,11,15,18,20,19,21,23,4,21,18,21,24,26,25,27,29,25,22,26,29,31,29,31,33,3,2,4,5,3,5,8,3,6,9,7,9,11,3,7,5,6,8,6,5,4,5,1,3,4,2,5,2,2
13,22,27,30,31,44,53,60,27,37,44,49,21,24,22,19,16,17,15,13,9,14,17,17,31,39,47,14,25,32,37,10,12,9,7,8,7,5,3,5,8,8,22,30,37,6,16,23,28,6,5,3,4,9,8,8,9,3,3,17,25,32,2,10,17,22,7,4,6,8,13,11,12,14,2,14,23,30,3,7,14,19,9,6,8,10,15,13,15,17,13,22,29,5,9,15,20,10,8,9,11,16,14,16,17,8,15,18,11,11,13,24,21,23,25,30,28,30,31,7,26,18,15,14,32,29,31,33,38,36,38,40,33,25,20,18,39,36,38,40,45,43,45,47,10,17,22,5,3,5,7,11,10,12,13,6,12,15,12,15,17,21,19,21,24,5,22,19,22,24,27,26,28,30,27,24,27,30,33,31,34,36,3,2,3,5,4,6,8,3,5,8,7,9,11,2,7,5,6,8,5,4,4,6,1,2,4,2,4,2,2
11,19,23,26,30,44,53,61,28,41,50,56,24,33,36,38,20,24,23,21,8,13,16,20,34,43,51,19,32,41,47,16,24,27,28,13,16,15,13,5,8,11,25,34,42,10,23,32,39,9,16,18,20,9,10,8,7,3,7,21,30,38,5,18,27,34,5,10,13,15,8,6,4,3,6,19,28,36,2,15,24,31,2,7,10,12,8,4,3,4,13,23,31,4,12,21,28,9,7,8,9,14,10,10,10,9,17,16,9,12,17,21,14,11,9,27,22,23,23,8,26,16,13,15,31,23,19,17,36,31,32,32,34,23,17,16,38,30,27,25,44,39,40,40,13,22,28,5,5,8,9,10,6,6,6,9,15,17,8,5,3,22,17,18,19,6,25,17,14,12,30,26,27,28,32,23,20,19,37,32,33,35,8,12,13,5,1,1,2,3,5,13,8,9,11,1,17,12,13,14,19,14,15,16,4,4,4,1,3,1,2
14,22,28,31,30,46,55,63,27,40,50,55,23,30,29,25,19,24,23,21,8,15,18,16,32,42,49,15,28,37,43,12,19,17,13,11,14,12,10,6,9,7,23,33,40,7,19,29,34,7,11,9,5,10,9,7,6,3,2,18,27,34,2,13,22,28,6,6,3,3,11,8,7,7,3,15,25,32,3,10,19,24,8,3,2,5,13,8,8,9,16,25,32,4,12,21,27,9,7,5,6,14,10,9,10,9,16,19,10,12,16,24,17,18,21,29,24,24,25,7,28,17,13,14,33,26,27,30,38,33,33,34,35,24,18,16,40,33,34,38,45,40,40,42,13,22,28,4,4,2,2,9,5,5,6,9,14,17,10,11,15,21,16,17,19,5,26,19,20,24,30,25,26,28,31,24,26,30,35,30,31,33,7,5,3,5,2,0,2,2,6,11,6,7,9,3,10,5,5,7,7,4,3,4,5,4,4,2,4,2,2
